go_id	seq_id
GO:0031507	Vitvi05_01chr07g23630_t002_CDS1.prot
GO:0046982	Vitvi05_01chr07g23630_t002_CDS1.prot
GO:1990188	Vitvi05_01chr07g23630_t002_CDS1.prot
GO:0000786	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0000791	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0005886	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0030527	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0030875	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0031492	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0031507	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0046982	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:1990188	Vitvi05_01chr18g16000_t001_CDS1.prot
GO:0005049	Vitvi05_01chr05g03760_t001_CDS1.prot
GO:0005635	Vitvi05_01chr05g03760_t001_CDS1.prot
GO:0005829	Vitvi05_01chr05g03760_t001_CDS1.prot
GO:0006606	Vitvi05_01chr05g03760_t001_CDS1.prot
GO:0006611	Vitvi05_01chr05g03760_t001_CDS1.prot
GO:0031267	Vitvi05_01chr05g03760_t001_CDS1.prot
GO:0004674	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0005524	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0005634	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0005737	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0006897	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0007165	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0018105	Vitvi05_01chr06g01700_t001_CDS1.prot
GO:0000287	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0004743	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0005524	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0005737	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0006096	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0016301	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0030955	Vitvi05_01chr13g10400_t002_CDS1.prot
GO:0000287	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0004743	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0005524	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0005737	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0006096	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0016301	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0030955	Vitvi05_01chr13g10400_t001_CDS1.prot
GO:0003729	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0005634	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0005739	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0006396	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0006606	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0007005	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0008139	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0031267	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0061608	Vitvi05_01chr18g02320_t001_CDS1.prot
GO:0000226	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0000278	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0005200	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0005525	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0005737	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0005874	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0016787	Vitvi05_01chr06g00860_t001_CDS1.prot
GO:0000785	Vitvi05_01chr12g11780_t001_CDS1.prot
GO:0003723	Vitvi05_01chr12g11780_t001_CDS1.prot
GO:0005654	Vitvi05_01chr12g11780_t001_CDS1.prot
GO:0010468	Vitvi05_01chr12g11780_t001_CDS1.prot
GO:1990904	Vitvi05_01chr12g11780_t001_CDS1.prot
GO:0000381	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0003729	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0005524	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0006520	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0010143	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0016020	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0016491	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0016607	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0016791	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0016887	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0045836	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0045927	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0051321	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0090447	Vitvi05_01chr12g00660_t001_CDS1.prot
GO:0003723	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0005524	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0006520	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0010143	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0016020	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0016491	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0016791	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0016887	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0045836	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0045927	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0051321	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0090447	Vitvi05_01chr12g00660_t002_CDS1.prot
GO:0005634	Vitvi05_01chr04g03600_t001_CDS1.prot
GO:0005829	Vitvi05_01chr04g03600_t001_CDS1.prot
GO:0006355	Vitvi05_01chr04g03600_t001_CDS1.prot
GO:0016274	Vitvi05_01chr04g03600_t001_CDS1.prot
GO:0035246	Vitvi05_01chr04g03600_t001_CDS1.prot
GO:0003924	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0005525	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0005777	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0005874	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0008017	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0016020	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0016559	Vitvi05_01chr12g15940_t001_CDS1.prot
GO:0005634	Vitvi05_01chr01g04490_t001_CDS1.prot
GO:0005886	Vitvi05_01chr13g15760_t001_CDS1.prot
GO:0009705	Vitvi05_01chr13g15760_t001_CDS1.prot
GO:0022821	Vitvi05_01chr13g15760_t001_CDS1.prot
GO:0055085	Vitvi05_01chr13g15760_t001_CDS1.prot
GO:0090333	Vitvi05_01chr13g15760_t001_CDS1.prot
GO:0016020	Vitvi05_01chr15g07800_t001_CDS1.prot
GO:0022857	Vitvi05_01chr15g07800_t001_CDS1.prot
GO:0055085	Vitvi05_01chr15g07800_t001_CDS1.prot
GO:0003872	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0005524	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0005829	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0006002	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0006096	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0009507	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0046872	Vitvi05_01chr16g05550_t001_CDS1.prot
GO:0005886	Vitvi05_01chr11g15320_t001_CDS1.prot
GO:0015081	Vitvi05_01chr11g15320_t001_CDS1.prot
GO:0030001	Vitvi05_01chr11g15320_t001_CDS1.prot
GO:0055085	Vitvi05_01chr11g15320_t001_CDS1.prot
GO:0004713	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0005524	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0005886	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0006468	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0006952	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0009755	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0009791	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0033612	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0051707	Vitvi05_01chr18g14400_t001_CDS1.prot
GO:0005524	Vitvi05_01chr12g03160_t001_CDS1.prot
GO:0006114	Vitvi05_01chr12g03160_t001_CDS1.prot
GO:0008531	Vitvi05_01chr12g03160_t001_CDS1.prot
GO:0009231	Vitvi05_01chr12g03160_t001_CDS1.prot
GO:0009398	Vitvi05_01chr12g03160_t001_CDS1.prot
GO:0043136	Vitvi05_01chr12g03160_t001_CDS1.prot
GO:0005576	Vitvi05_01chr03g11750_t001_CDS1.prot
GO:0098542	Vitvi05_01chr03g11750_t001_CDS1.prot
GO:0005576	Vitvi05_01chr03g11790_t001_CDS1.prot
GO:0098542	Vitvi05_01chr03g11790_t001_CDS1.prot
GO:0005576	Vitvi05_01chr03g11920_t001_CDS1.prot
GO:0098542	Vitvi05_01chr03g11920_t001_CDS1.prot
GO:0003714	Vitvi05_01chr14g03230_t002_CDS1.prot
GO:0005634	Vitvi05_01chr14g03230_t002_CDS1.prot
GO:0006351	Vitvi05_01chr14g03230_t002_CDS1.prot
GO:0003714	Vitvi05_01chr14g03230_t001_CDS1.prot
GO:0005634	Vitvi05_01chr14g03230_t001_CDS1.prot
GO:0006351	Vitvi05_01chr14g03230_t001_CDS1.prot
GO:0003723	Vitvi05_01chr02g09240_t001_CDS1.prot
GO:0030488	Vitvi05_01chr02g09240_t001_CDS1.prot
GO:0141100	Vitvi05_01chr02g09240_t001_CDS1.prot
GO:0005576	Vitvi05_01chr05g02220_t001_CDS1.prot
GO:0006979	Vitvi05_01chr05g02220_t001_CDS1.prot
GO:0020037	Vitvi05_01chr05g02220_t001_CDS1.prot
GO:0042744	Vitvi05_01chr05g02220_t001_CDS1.prot
GO:0046872	Vitvi05_01chr05g02220_t001_CDS1.prot
GO:0140825	Vitvi05_01chr05g02220_t001_CDS1.prot
GO:0005049	Vitvi05_01chr05g02980_t001_CDS1.prot
GO:0005635	Vitvi05_01chr05g02980_t001_CDS1.prot
GO:0005829	Vitvi05_01chr05g02980_t001_CDS1.prot
GO:0006606	Vitvi05_01chr05g02980_t001_CDS1.prot
GO:0006611	Vitvi05_01chr05g02980_t001_CDS1.prot
GO:0031267	Vitvi05_01chr05g02980_t001_CDS1.prot
GO:0003676	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0003746	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0008023	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0009793	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0031491	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0032968	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0034728	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0042393	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0042789	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0140673	Vitvi05_01chr08g09280_t002_CDS1.prot
GO:0003676	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0003746	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0008023	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0009793	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0031491	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0032968	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0034728	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0042393	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0042789	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0140673	Vitvi05_01chr08g09280_t001_CDS1.prot
GO:0003883	Vitvi05_01chr01g17370_t002_CDS1.prot
GO:0005524	Vitvi05_01chr01g17370_t002_CDS1.prot
GO:0019856	Vitvi05_01chr01g17370_t002_CDS1.prot
GO:0042802	Vitvi05_01chr01g17370_t002_CDS1.prot
GO:0044210	Vitvi05_01chr01g17370_t002_CDS1.prot
GO:0003883	Vitvi05_01chr01g17370_t001_CDS1.prot
GO:0005524	Vitvi05_01chr01g17370_t001_CDS1.prot
GO:0019856	Vitvi05_01chr01g17370_t001_CDS1.prot
GO:0042802	Vitvi05_01chr01g17370_t001_CDS1.prot
GO:0044210	Vitvi05_01chr01g17370_t001_CDS1.prot
GO:0003677	Vitvi05_01chr18g23800_t001_CDS1.prot
GO:0005654	Vitvi05_01chr18g23800_t001_CDS1.prot
GO:0006950	Vitvi05_01chr18g23800_t001_CDS1.prot
GO:0042752	Vitvi05_01chr18g23800_t001_CDS1.prot
GO:0048586	Vitvi05_01chr18g23800_t001_CDS1.prot
GO:0003677	Vitvi05_01chr18g23800_t002_CDS1.prot
GO:0005654	Vitvi05_01chr18g23800_t002_CDS1.prot
GO:0006950	Vitvi05_01chr18g23800_t002_CDS1.prot
GO:0042752	Vitvi05_01chr18g23800_t002_CDS1.prot
GO:0048586	Vitvi05_01chr18g23800_t002_CDS1.prot
GO:0005509	Vitvi05_01chr01g16040_t001_CDS1.prot
GO:0006004	Vitvi05_01chr01g16040_t001_CDS1.prot
GO:0009507	Vitvi05_01chr01g16040_t001_CDS1.prot
GO:0016020	Vitvi05_01chr01g16040_t001_CDS1.prot
GO:0016757	Vitvi05_01chr01g16040_t001_CDS1.prot
GO:0005515	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0005680	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0005819	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0007091	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0009504	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0016567	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0031145	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0051301	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0140767	Vitvi05_01chr11g03890_t001_CDS1.prot
GO:0015145	Vitvi05_01chr05g07090_t001_CDS1.prot
GO:0015293	Vitvi05_01chr05g07090_t001_CDS1.prot
GO:0015749	Vitvi05_01chr05g07090_t001_CDS1.prot
GO:0016020	Vitvi05_01chr05g07090_t001_CDS1.prot
GO:0005524	Vitvi05_01chr19g18870_t001_CDS1.prot
GO:0005525	Vitvi05_01chr19g18870_t001_CDS1.prot
GO:0005737	Vitvi05_01chr19g18870_t001_CDS1.prot
GO:0016887	Vitvi05_01chr19g18870_t001_CDS1.prot
GO:0043023	Vitvi05_01chr19g18870_t001_CDS1.prot
GO:0046872	Vitvi05_01chr19g18870_t001_CDS1.prot
GO:0005634	Vitvi05_01chr08g23910_t001_CDS1.prot
GO:0005829	Vitvi05_01chr08g23910_t001_CDS1.prot
GO:0009691	Vitvi05_01chr08g23910_t001_CDS1.prot
GO:0102682	Vitvi05_01chr08g23910_t001_CDS1.prot
GO:0005634	Vitvi05_01chr13g26200_t001_CDS1.prot
GO:0005829	Vitvi05_01chr13g26200_t001_CDS1.prot
GO:0009691	Vitvi05_01chr13g26200_t001_CDS1.prot
GO:0102682	Vitvi05_01chr13g26200_t001_CDS1.prot
GO:0002831	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0004672	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0005515	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0005524	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0006468	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0006950	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0031347	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0032101	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0043207	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0044419	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0050776	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0110165	Vitvi05_01chr10g10640_t001_CDS1.prot
GO:0005507	Vitvi05_01chr16g10440_t001_CDS1.prot
GO:0005886	Vitvi05_01chr16g10440_t001_CDS1.prot
GO:0016491	Vitvi05_01chr16g10440_t001_CDS1.prot
GO:0098552	Vitvi05_01chr16g10440_t001_CDS1.prot
GO:0000932	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0003724	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0003729	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0005524	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0010494	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0016787	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0017148	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0033962	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0034063	Vitvi05_01chr02g04450_t001_CDS1.prot
GO:0000932	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0003724	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0003729	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0005524	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0010494	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0016787	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0017148	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0033962	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0034063	Vitvi05_01chr15g20110_t001_CDS1.prot
GO:0000932	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0003724	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0003729	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0004674	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0005524	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0010494	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0016787	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0033962	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0034063	Vitvi05_01chr07g20080_t001_CDS1.prot
GO:0000932	Vitvi05_01chr13g12940_t001_CDS1.prot
