go_id	name
GO:0006625	protein targeting to peroxisome
GO:0006626	GO:0006626
GO:0006627	GO:0006627
GO:0006629	lipid metabolic process
GO:0006631	fatty acid metabolic process
GO:0006633	fatty acid biosynthetic process
GO:0006635	fatty acid beta-oxidation
GO:0006636	unsaturated fatty acid biosynthetic process
GO:0006637	acyl-CoA metabolic process
GO:0006639	acylglycerol metabolic process
GO:0006641	triglyceride metabolic process
GO:0006644	phospholipid metabolic process
GO:0006646	phosphatidylethanolamine biosynthetic process
GO:0006651	diacylglycerol biosynthetic process
GO:0006654	phosphatidic acid biosynthetic process
GO:0006655	phosphatidylglycerol biosynthetic process
GO:0006656	phosphatidylcholine biosynthetic process
GO:0006657	CDP-choline pathway
GO:0006659	phosphatidylserine biosynthetic process
GO:0006661	phosphatidylinositol biosynthetic process
GO:0006665	sphingolipid metabolic process
GO:0006666	3-keto-sphinganine metabolic process
GO:0006670	sphingosine metabolic process
GO:0006672	ceramide metabolic process
GO:0006679	glucosylceramide biosynthetic process
GO:0006680	glucosylceramide catabolic process
GO:0006691	leukotriene metabolic process
GO:0006694	steroid biosynthetic process
GO:0006695	cholesterol biosynthetic process
GO:0006720	isoprenoid metabolic process
GO:0006721	terpenoid metabolic process
GO:0006722	triterpenoid metabolic process
GO:0006729	tetrahydrobiopterin biosynthetic process
GO:0006730	one-carbon metabolic process
GO:0006739	NADP+ metabolic process
GO:0006740	NADPH regeneration
GO:0006741	NADP+ biosynthetic process
GO:0006742	NADP+ catabolic process
GO:0006744	ubiquinone biosynthetic process
GO:0006747	FAD biosynthetic process
GO:0006749	glutathione metabolic process
GO:0006750	glutathione biosynthetic process
GO:0006751	glutathione catabolic process
GO:0006753	nucleoside phosphate metabolic process
GO:0006754	ATP biosynthetic process
GO:0006760	folic acid-containing compound metabolic process
GO:0006771	riboflavin metabolic process
GO:0006772	thiamine metabolic process
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0006779	porphyrin-containing compound biosynthetic process
GO:0006780	uroporphyrinogen III biosynthetic process
GO:0006782	GO:0006782
GO:0006783	heme biosynthetic process
GO:0006784	heme A biosynthetic process
GO:0006787	porphyrin-containing compound catabolic process
GO:0006788	heme oxidation
GO:0006790	sulfur compound metabolic process
GO:0006796	phosphate-containing compound metabolic process
GO:0006801	superoxide metabolic process
GO:0006808	regulation of nitrogen utilization
GO:0006809	nitric oxide biosynthetic process
GO:0006810	transport
GO:0006811	monoatomic ion transport
GO:0006812	monoatomic cation transport
GO:0006813	potassium ion transport
GO:0006814	sodium ion transport
GO:0006816	calcium ion transport
GO:0006817	phosphate ion transport
GO:0006820	monoatomic anion transport
GO:0006821	chloride transport
GO:0006825	copper ion transport
GO:0006826	iron ion transport
GO:0006828	manganese ion transport
GO:0006829	zinc ion transport
GO:0006833	water transport
GO:0006839	mitochondrial transport
GO:0006850	pyruvate import into mitochondria
GO:0006851	mitochondrial calcium ion transmembrane transport
GO:0006857	oligopeptide transport
GO:0006858	extracellular transport
GO:0006862	nucleotide transport
GO:0006865	amino acid transport
GO:0006869	lipid transport
GO:0006873	intracellular monoatomic ion homeostasis
GO:0006874	intracellular calcium ion homeostasis
GO:0006878	intracellular copper ion homeostasis
GO:0006879	intracellular iron ion homeostasis
GO:0006882	intracellular zinc ion homeostasis
GO:0006884	cell volume homeostasis
GO:0006885	regulation of pH
GO:0006886	intracellular protein transport
GO:0006887	exocytosis
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0006892	post-Golgi vesicle-mediated transport
GO:0006893	Golgi to plasma membrane transport
GO:0006895	Golgi to endosome transport
GO:0006896	Golgi to vacuole transport
GO:0006897	endocytosis
GO:0006898	receptor-mediated endocytosis
GO:0006900	vesicle budding from membrane
GO:0006904	GO:0006904
GO:0006906	vesicle fusion
GO:0006913	nucleocytoplasmic transport
GO:0006914	autophagy
GO:0006949	GO:0006949
GO:0006950	response to stress
GO:0006952	defense response
GO:0006955	immune response
GO:0006970	response to osmotic stress
GO:0006972	hyperosmotic response
GO:0006974	DNA damage response
GO:0006979	response to oxidative stress
GO:0006986	response to unfolded protein
GO:0006995	cellular response to nitrogen starvation
GO:0006996	organelle organization
GO:0006997	nucleus organization
GO:0006998	nuclear envelope organization
GO:0006999	nuclear pore organization
GO:0007004	telomere maintenance via telomerase
GO:0007005	mitochondrion organization
GO:0007009	plasma membrane organization
GO:0007010	cytoskeleton organization
GO:0007015	actin filament organization
GO:0007017	microtubule-based process
GO:0007018	microtubule-based movement
GO:0007019	microtubule depolymerization
GO:0007020	microtubule nucleation
GO:0007021	tubulin complex assembly
GO:0007023	post-chaperonin tubulin folding pathway
GO:0007029	endoplasmic reticulum organization
GO:0007030	Golgi organization
GO:0007031	peroxisome organization
GO:0007032	endosome organization
GO:0007033	vacuole organization
GO:0007034	vacuolar transport
GO:0007035	vacuolar acidification
GO:0007039	protein catabolic process in the vacuole
GO:0007040	lysosome organization
GO:0007041	lysosomal transport
GO:0007043	cell-cell junction assembly
GO:0007049	cell cycle
GO:0007051	spindle organization
GO:0007052	mitotic spindle organization
GO:0007059	chromosome segregation
GO:0007062	sister chromatid cohesion
GO:0007064	mitotic sister chromatid cohesion
GO:0007076	mitotic chromosome condensation
GO:0007080	mitotic metaphase chromosome alignment
GO:0007091	metaphase/anaphase transition of mitotic cell cycle
GO:0007094	mitotic spindle assembly checkpoint signaling
GO:0007095	mitotic G2 DNA damage checkpoint signaling
GO:0007096	regulation of exit from mitosis
GO:0007097	nuclear migration
GO:0007098	centrosome cycle
GO:0007099	centriole replication
GO:0007112	male meiosis cytokinesis
GO:0007129	homologous chromosome pairing at meiosis
GO:0007130	synaptonemal complex assembly
GO:0007131	reciprocal meiotic recombination
GO:0007140	male meiotic nuclear division
GO:0007142	male meiosis II
GO:0007143	female meiotic nuclear division
GO:0007154	cell communication
GO:0007155	cell adhesion
GO:0007163	establishment or maintenance of cell polarity
GO:0007165	signal transduction
GO:0007166	cell surface receptor signaling pathway
GO:0007186	G protein-coupled receptor signaling pathway
GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway
GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway
GO:0007219	Notch signaling pathway
GO:0007229	integrin-mediated signaling pathway
GO:0007264	small GTPase-mediated signal transduction
GO:0007265	Ras protein signal transduction
GO:0007266	Rho protein signal transduction
GO:0007275	multicellular organism development
GO:0007276	gamete generation
GO:0007281	germ cell development
GO:0007292	female gamete generation
GO:0007346	regulation of mitotic cell cycle
GO:0007389	pattern specification process
GO:0007584	response to nutrient
GO:0007623	circadian rhythm
GO:0008017	microtubule binding
GO:0008021	synaptic vesicle
GO:0008023	transcription elongation factor complex
GO:0008024	cyclin/CDK positive transcription elongation factor complex
GO:0008033	tRNA processing
GO:0008037	cell recognition
GO:0008047	enzyme activator activity
GO:0008061	chitin binding
GO:0008064	regulation of actin polymerization or depolymerization
GO:0008066	glutamate receptor activity
GO:0008080	N-acetyltransferase activity
GO:0008081	phosphoric diester hydrolase activity
GO:0008083	growth factor activity
GO:0008090	retrograde axonal transport
GO:0008092	cytoskeletal protein binding
GO:0008093	cytoskeletal adaptor activity
GO:0008094	ATP-dependent activity, acting on DNA
GO:0008097	5S rRNA binding
GO:0008104	intracellular protein localization
GO:0008106	alcohol dehydrogenase (NADP+) activity
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0008113	peptide-methionine (S)-S-oxide reductase activity
GO:0008114	phosphogluconate 2-dehydrogenase activity
GO:0008115	sarcosine oxidase activity
GO:0008117	sphinganine-1-phosphate aldolase activity
GO:0008120	ceramide glucosyltransferase activity
GO:0008121	quinol-cytochrome-c reductase activity
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0008131	primary methylamine oxidase activity
GO:0008134	transcription factor binding
GO:0008137	NADH dehydrogenase (ubiquinone) activity
GO:0008138	protein tyrosine/serine/threonine phosphatase activity
GO:0008139	nuclear localization sequence binding
GO:0008143	poly(A) binding
GO:0008146	sulfotransferase activity
GO:0008150	biological_process
GO:0008152	metabolic process
GO:0008153	4-aminobenzoate biosynthetic process
GO:0008157	protein phosphatase 1 binding
GO:0008160	protein tyrosine phosphatase activator activity
GO:0008168	methyltransferase activity
GO:0008169	C-methyltransferase activity
GO:0008171	O-methyltransferase activity
GO:0008173	RNA methyltransferase activity
GO:0008175	tRNA methyltransferase activity
GO:0008176	tRNA (guanine(46)-N7)-methyltransferase activity
GO:0008177	succinate dehydrogenase (quinone) activity
GO:0008179	adenylate cyclase binding
GO:0008180	COP9 signalosome
GO:0008184	glycogen phosphorylase activity
GO:0008186	ATP-dependent activity, acting on RNA
GO:0008187	poly-pyrimidine tract binding
GO:0008193	tRNA guanylyltransferase activity
GO:0008194	UDP-glycosyltransferase activity
GO:0008195	phosphatidate phosphatase activity
GO:0008198	ferrous iron binding
GO:0008199	ferric iron binding
GO:0008200	ion channel inhibitor activity
GO:0008202	steroid metabolic process
GO:0008203	cholesterol metabolic process
GO:0008233	peptidase activity
GO:0008234	cysteine-type peptidase activity
GO:0008235	metalloexopeptidase activity
GO:0008236	serine-type peptidase activity
GO:0008237	metallopeptidase activity
GO:0008238	exopeptidase activity
GO:0008239	dipeptidyl-peptidase activity
GO:0008240	tripeptidyl-peptidase activity
GO:0008242	omega peptidase activity
GO:0008250	oligosaccharyltransferase complex
GO:0008251	tRNA-specific adenosine deaminase activity
GO:0008252	nucleotidase activity
GO:0008253	5'-nucleotidase activity
GO:0008265	molybdenum cofactor sulfurtransferase activity
GO:0008266	poly(U) RNA binding
GO:0008270	zinc ion binding
GO:0008271	secondary active sulfate transmembrane transporter activity
GO:0008275	gamma-tubulin small complex
GO:0008276	protein methyltransferase activity
GO:0008278	cohesin complex
GO:0008281	sulfonylurea receptor activity
GO:0008283	cell population proliferation
GO:0008284	positive regulation of cell population proliferation
GO:0008285	negative regulation of cell population proliferation
GO:0008287	protein serine/threonine phosphatase complex
GO:0008289	lipid binding
GO:0008290	F-actin capping protein complex
GO:0008295	spermidine biosynthetic process
GO:0008296	3'-5'-DNA exonuclease activity
GO:0008297	single-stranded DNA exodeoxyribonuclease activity
GO:0008298	intracellular mRNA localization
GO:0008299	isoprenoid biosynthetic process
GO:0008308	voltage-gated monoatomic anion channel activity
GO:0008309	double-stranded DNA exodeoxyribonuclease activity
GO:0008310	single-stranded DNA 3'-5' DNA exonuclease activity
GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity
GO:0008312	7S RNA binding
GO:0008320	transmembrane protein transporter activity
GO:0008324	monoatomic cation transmembrane transporter activity
GO:0008330	protein tyrosine/threonine phosphatase activity
GO:0008333	endosome to lysosome transport
GO:0008334	histone mRNA metabolic process
GO:0008352	katanin complex
GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
GO:0008356	asymmetric cell division
GO:0008360	regulation of cell shape
GO:0008361	regulation of cell size
GO:0008373	sialyltransferase activity
GO:0008374	GO:0008374
GO:0008375	acetylglucosaminyltransferase activity
GO:0008378	galactosyltransferase activity
GO:0008379	thioredoxin peroxidase activity
GO:0008380	RNA splicing
GO:0008381	mechanosensitive monoatomic ion channel activity
GO:0008398	sterol 14-demethylase activity
GO:0008408	3'-5' exonuclease activity
GO:0008409	5'-3' exonuclease activity
GO:0008412	4-hydroxybenzoate polyprenyltransferase activity
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
GO:0008418	protein-N-terminal asparagine amidohydrolase activity
GO:0008419	RNA lariat debranching enzyme activity
GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
GO:0008422	beta-glucosidase activity
GO:0008425	2-methoxy-6-polyprenyl-1,4-benzoquinol methyltransferase activity
GO:0008428	ribonuclease inhibitor activity
GO:0008429	phosphatidylethanolamine binding
GO:0008430	selenium binding
GO:0008440	inositol-1,4,5-trisphosphate 3-kinase activity
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
GO:0008446	GDP-mannose 4,6-dehydratase activity
GO:0008447	L-ascorbate oxidase activity
GO:0008453	L-alanine:glyoxylate transaminase activity
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0008460	dTDP-glucose 4,6-dehydratase activity
GO:0008465	hydroxypyruvate reductase (NADH) activity
GO:0008470	3-methylbutanoyl-CoA dehydrogenase activity
GO:0008474	palmitoyl-(protein) hydrolase activity
GO:0008477	purine nucleosidase activity
GO:0008478	pyridoxal kinase activity
GO:0008479	tRNA-guanosine(34) queuine transglycosylase activity
GO:0008481	sphingosine kinase activity
GO:0008482	sulfite oxidase activity
GO:0008483	transaminase activity
GO:0008494	translation activator activity
GO:0008495	protoheme IX farnesyltransferase activity
GO:0008506	sucrose:proton symporter activity
GO:0008511	sodium:potassium:chloride symporter activity
GO:0008515	sucrose transmembrane transporter activity
GO:0008517	folic acid transmembrane transporter activity
GO:0008519	ammonium channel activity
GO:0008526	phosphatidylinositol transfer activity
GO:0008531	riboflavin kinase activity
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0008540	proteasome regulatory particle, base subcomplex
GO:0008541	proteasome regulatory particle, lid subcomplex
GO:0008553	P-type proton-exporting transporter activity
GO:0008559	ABC-type xenobiotic transporter activity
GO:0008568	microtubule severing ATPase activity
GO:0008574	plus-end-directed microtubule motor activity
GO:0008608	attachment of spindle microtubules to kinetochore
GO:0008610	lipid biosynthetic process
GO:0008612	peptidyl-hypusine biosynthetic process
GO:0008614	pyridoxine metabolic process
GO:0008615	pyridoxine biosynthetic process
GO:0008622	epsilon DNA polymerase complex
GO:0008623	CHRAC
GO:0008641	ubiquitin-like modifier activating enzyme activity
GO:0008643	carbohydrate transport
GO:0008649	rRNA methyltransferase activity
GO:0008650	rRNA (uridine-2'-O-ribose)-methyltransferase activity
GO:0008652	amino acid biosynthetic process
GO:0008654	phospholipid biosynthetic process
GO:0008656	cysteine-type endopeptidase activator activity involved in apoptotic process
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity
GO:0008667	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity
GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity
GO:0008676	3-deoxy-8-phosphooctulonate synthase activity
GO:0008681	2-octaprenyl-6-methoxyphenol hydroxylase activity
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity
GO:0008692	3-hydroxybutyryl-CoA epimerase activity
GO:0008696	4-amino-4-deoxychorismate lyase activity
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
GO:0008705	methionine synthase activity
GO:0008716	D-alanine-D-alanine ligase activity
GO:0008720	D-lactate dehydrogenase (NAD+) activity
GO:0008721	D-serine ammonia-lyase activity
GO:0008725	DNA-3-methyladenine glycosylase activity
GO:0008728	GTP diphosphokinase activity
GO:0008732	L-allo-threonine aldolase activity
GO:0008734	L-aspartate oxidase activity
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity
GO:0008763	UDP-N-acetylmuramate-L-alanine ligase activity
GO:0008764	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
GO:0008777	acetylornithine deacetylase activity
GO:0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
GO:0008783	agmatinase activity
GO:0008792	arginine decarboxylase activity
GO:0008793	aromatic-amino-acid:2-oxoglutarate transaminase activity
GO:0008794	arsenate reductase (glutaredoxin) activity
GO:0008798	beta-aspartyl-peptidase activity
GO:0008802	betaine-aldehyde dehydrogenase (NAD+) activity
GO:0008808	cardiolipin synthase activity
GO:0008810	cellulase activity
GO:0008821	crossover junction DNA endonuclease activity
GO:0008824	cyanate hydratase activity
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
GO:0008831	dTDP-4-dehydrorhamnose reductase activity
GO:0008832	dGTPase activity
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
GO:0008836	diaminopimelate decarboxylase activity
GO:0008837	diaminopimelate epimerase activity
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase activity
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0008841	dihydrofolate synthase activity
GO:0008843	endochitinase activity
GO:0008863	formate dehydrogenase (NAD+) activity
GO:0008864	formyltetrahydrofolate deformylase activity
GO:0008865	fructokinase activity
GO:0008878	glucose-1-phosphate adenylyltransferase activity
GO:0008883	glutamyl-tRNA reductase activity
GO:0008886	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity
GO:0008887	glycerate kinase activity
GO:0008889	glycerophosphodiester phosphodiesterase activity
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
GO:0008897	holo-[acyl-carrier-protein] synthase activity
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0008902	hydroxymethylpyrimidine kinase activity
GO:0008909	isochorismate synthase activity
GO:0008911	lactaldehyde dehydrogenase (NAD+) activity
GO:0008915	lipid-A-disaccharide synthase activity
GO:0008922	long-chain fatty acid [acyl-carrier-protein] ligase activity
GO:0008930	methylthioadenosine nucleosidase activity
GO:0008934	inositol monophosphate 1-phosphatase activity
GO:0008935	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
GO:0008936	nicotinamidase activity
GO:0008942	nitrite reductase [NAD(P)H] activity
GO:0008948	oxaloacetate decarboxylase activity
GO:0008955	peptidoglycan glycosyltransferase activity
GO:0008962	phosphatidylglycerophosphatase activity
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GO:0008964	phosphoenolpyruvate carboxylase activity
GO:0008967	phosphoglycolate phosphatase activity
GO:0008970	glycerophospholipid phospholipase A1 activity
GO:0008972	phosphomethylpyrimidine kinase activity
GO:0008974	phosphoribulokinase activity
GO:0008977	prephenate dehydrogenase (NAD+) activity
GO:0008987	quinolinate synthetase A activity
GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
GO:0009001	L-serine O-acetyltransferase activity
GO:0009003	signal peptidase activity
GO:0009008	DNA-methyltransferase activity
GO:0009011	alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity
GO:0009029	lipid-A 4'-kinase activity
GO:0009039	urease activity
GO:0009044	xylan 1,4-beta-xylosidase activity
GO:0009045	xylose isomerase activity
GO:0009051	pentose-phosphate shunt, oxidative branch
GO:0009052	pentose-phosphate shunt, non-oxidative branch
GO:0009055	electron transfer activity
GO:0009056	catabolic process
GO:0009057	macromolecule catabolic process
GO:0009058	biosynthetic process
GO:0009059	macromolecule biosynthetic process
GO:0009060	aerobic respiration
GO:0009062	fatty acid catabolic process
GO:0009063	amino acid catabolic process
GO:0009073	aromatic amino acid biosynthetic process
GO:0009074	aromatic amino acid catabolic process
GO:0009079	pyruvate family amino acid biosynthetic process
GO:0009082	branched-chain amino acid biosynthetic process
GO:0009083	branched-chain amino acid catabolic process
GO:0009085	L-lysine biosynthetic process
GO:0009086	GO:0009086
GO:0009088	L-threonine biosynthetic process
GO:0009089	GO:0009089
GO:0009090	L-homoserine biosynthetic process
GO:0009094	L-phenylalanine biosynthetic process
GO:0009095	GO:0009095
GO:0009097	GO:0009097
GO:0009098	L-leucine biosynthetic process
GO:0009099	L-valine biosynthetic process
GO:0009100	glycoprotein metabolic process
GO:0009101	glycoprotein biosynthetic process
GO:0009102	biotin biosynthetic process
GO:0009107	lipoate biosynthetic process
GO:0009113	purine nucleobase biosynthetic process
GO:0009116	nucleoside metabolic process
GO:0009117	nucleotide metabolic process
GO:0009123	nucleoside monophosphate metabolic process
GO:0009134	nucleoside diphosphate catabolic process
GO:0009142	nucleoside triphosphate biosynthetic process
GO:0009143	nucleoside triphosphate catabolic process
GO:0009150	purine ribonucleotide metabolic process
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0009165	nucleotide biosynthetic process
GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthetic process
GO:0009187	cyclic nucleotide metabolic process
GO:0009204	deoxyribonucleoside triphosphate catabolic process
GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process
GO:0009225	nucleotide-sugar metabolic process
GO:0009226	nucleotide-sugar biosynthetic process
GO:0009228	thiamine biosynthetic process
GO:0009229	thiamine diphosphate biosynthetic process
GO:0009231	riboflavin biosynthetic process
GO:0009234	menaquinone biosynthetic process
GO:0009240	isopentenyl diphosphate biosynthetic process
GO:0009245	lipid A biosynthetic process
GO:0009247	glycolipid biosynthetic process
GO:0009249	protein lipoylation
GO:0009250	glucan biosynthetic process
GO:0009251	glucan catabolic process
GO:0009252	peptidoglycan biosynthetic process
GO:0009257	10-formyltetrahydrofolate biosynthetic process
GO:0009259	ribonucleotide metabolic process
GO:0009263	deoxyribonucleotide biosynthetic process
GO:0009264	deoxyribonucleotide catabolic process
GO:0009266	response to temperature stimulus
GO:0009267	cellular response to starvation
GO:0009269	response to desiccation
GO:0009298	GDP-mannose biosynthetic process
GO:0009299	mRNA transcription
GO:0009301	snRNA transcription
GO:0009306	protein secretion
GO:0009308	amine metabolic process
GO:0009311	oligosaccharide metabolic process
GO:0009312	oligosaccharide biosynthetic process
GO:0009314	response to radiation
GO:0009317	acetyl-CoA carboxylase complex
GO:0009328	phenylalanine-tRNA ligase complex
GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
GO:0009331	glycerol-3-phosphate dehydrogenase (FAD) complex
GO:0009337	sulfite reductase complex (NADPH)
GO:0009341	beta-galactosidase complex
GO:0009344	nitrite reductase complex [NAD(P)H]
GO:0009349	riboflavin synthase complex
GO:0009360	DNA polymerase III complex
GO:0009361	succinate-CoA ligase complex (ADP-forming)
GO:0009368	endopeptidase Clp complex
GO:0009378	four-way junction helicase activity
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity
GO:0009395	phospholipid catabolic process
GO:0009396	folic acid-containing compound biosynthetic process
GO:0009398	FMN biosynthetic process
GO:0009404	toxin metabolic process
GO:0009407	toxin catabolic process
GO:0009408	response to heat
GO:0009409	response to cold
GO:0009411	response to UV
GO:0009414	response to water deprivation
GO:0009415	response to water
GO:0009416	response to light stimulus
GO:0009423	chorismate biosynthetic process
GO:0009435	NAD+ biosynthetic process
GO:0009436	glyoxylate catabolic process
GO:0009440	cyanate catabolic process
GO:0009443	pyridoxal 5'-phosphate salvage
GO:0009446	putrescine biosynthetic process
GO:0009448	GO:0009448
GO:0009450	GABA catabolic process
GO:0009451	RNA modification
GO:0009452	7-methylguanosine RNA capping
GO:0009496	plastoquinol--plastocyanin reductase activity
GO:0009501	amyloplast
GO:0009504	cell plate
GO:0009505	plant-type cell wall
GO:0009506	plasmodesma
GO:0009507	chloroplast
GO:0009509	chromoplast
GO:0009512	cytochrome b6f complex
GO:0009513	etioplast
GO:0009514	glyoxysome
GO:0009519	middle lamella
GO:0009521	photosystem
GO:0009522	photosystem I
GO:0009523	photosystem II
GO:0009524	phragmoplast
GO:0009526	plastid envelope
GO:0009527	plastid outer membrane
GO:0009528	plastid inner membrane
GO:0009531	secondary cell wall
GO:0009532	plastid stroma
GO:0009534	chloroplast thylakoid
GO:0009535	chloroplast thylakoid membrane
GO:0009536	plastid
GO:0009537	proplastid
GO:0009538	photosystem I reaction center
GO:0009539	photosystem II reaction center
GO:0009543	chloroplast thylakoid lumen
GO:0009553	embryo sac development
GO:0009554	megasporogenesis
GO:0009555	pollen development
GO:0009556	microsporogenesis
GO:0009559	embryo sac central cell differentiation
GO:0009561	megagametogenesis
GO:0009567	double fertilization forming a zygote and endosperm
GO:0009570	chloroplast stroma
GO:0009574	preprophase band
GO:0009579	thylakoid
GO:0009584	detection of visible light
GO:0009585	red, far-red light phototransduction
GO:0009606	tropism
GO:0009608	response to symbiont
GO:0009609	response to symbiotic bacterium
GO:0009610	response to symbiotic fungus
GO:0009611	response to wounding
GO:0009615	response to virus
GO:0009617	response to bacterium
GO:0009620	response to fungus
GO:0009624	response to nematode
GO:0009625	response to insect
GO:0009626	plant-type hypersensitive response
GO:0009627	systemic acquired resistance
GO:0009628	response to abiotic stimulus
GO:0009629	response to gravity
GO:0009630	gravitropism
GO:0009631	cold acclimation
GO:0009635	response to herbicide
GO:0009636	response to toxic substance
GO:0009637	response to blue light
GO:0009638	phototropism
GO:0009639	response to red or far red light
GO:0009640	photomorphogenesis
GO:0009642	response to light intensity
GO:0009644	response to high light intensity
GO:0009646	response to absence of light
GO:0009647	skotomorphogenesis
GO:0009648	photoperiodism
GO:0009649	entrainment of circadian clock
GO:0009650	UV protection
GO:0009651	response to salt stress
GO:0009652	thigmotropism
GO:0009653	anatomical structure morphogenesis
GO:0009654	photosystem II oxygen evolving complex
GO:0009657	plastid organization
GO:0009658	chloroplast organization
GO:0009662	etioplast organization
GO:0009664	plant-type cell wall organization
GO:0009668	plastid membrane organization
GO:0009670	triose-phosphate:phosphate antiporter activity
GO:0009671	nitrate:proton symporter activity
GO:0009678	diphosphate hydrolysis-driven proton transmembrane transporter activity
GO:0009684	indoleacetic acid biosynthetic process
GO:0009685	gibberellin metabolic process
GO:0009686	gibberellin biosynthetic process
GO:0009687	abscisic acid metabolic process
GO:0009688	abscisic acid biosynthetic process
GO:0009690	cytokinin metabolic process
GO:0009691	cytokinin biosynthetic process
GO:0009692	ethylene metabolic process
GO:0009693	ethylene biosynthetic process
GO:0009694	jasmonic acid metabolic process
GO:0009695	jasmonic acid biosynthetic process
GO:0009696	salicylic acid metabolic process
GO:0009698	phenylpropanoid metabolic process
GO:0009699	phenylpropanoid biosynthetic process
GO:0009702	L-arabinokinase activity
GO:0009703	nitrate reductase (NADH) activity
GO:0009704	de-etiolation
GO:0009705	plant-type vacuole membrane
GO:0009706	chloroplast inner membrane
GO:0009707	chloroplast outer membrane
GO:0009717	isoflavonoid biosynthetic process
GO:0009718	anthocyanin-containing compound biosynthetic process
GO:0009723	response to ethylene
GO:0009725	response to hormone
GO:0009729	detection of brassinosteroid stimulus
GO:0009733	response to auxin
GO:0009734	auxin-activated signaling pathway
GO:0009735	response to cytokinin
GO:0009736	cytokinin-activated signaling pathway
GO:0009737	response to abscisic acid
GO:0009738	abscisic acid-activated signaling pathway
GO:0009739	response to gibberellin
GO:0009740	gibberellic acid mediated signaling pathway
GO:0009741	response to brassinosteroid
GO:0009742	brassinosteroid mediated signaling pathway
GO:0009743	response to carbohydrate
GO:0009744	response to sucrose
GO:0009745	sucrose mediated signaling
GO:0009749	response to glucose
GO:0009751	response to salicylic acid
GO:0009753	response to jasmonic acid
GO:0009755	hormone-mediated signaling pathway
GO:0009765	photosynthesis, light harvesting
GO:0009767	photosynthetic electron transport chain
GO:0009768	photosynthesis, light harvesting in photosystem I
GO:0009772	photosynthetic electron transport in photosystem II
GO:0009773	photosynthetic electron transport in photosystem I
GO:0009785	blue light signaling pathway
GO:0009786	regulation of asymmetric cell division
GO:0009787	regulation of abscisic acid-activated signaling pathway
GO:0009788	negative regulation of abscisic acid-activated signaling pathway
GO:0009789	positive regulation of abscisic acid-activated signaling pathway
