go_id	seq_id
GO:0009097	WP_250121480.1
GO:0030170	WP_250121480.1
GO:0005829	WP_250121481.1
GO:0016491	WP_250121481.1
GO:0004575	WP_250121483.1
GO:0005987	WP_250121483.1
GO:0033926	WP_250121483.1
GO:0003676	WP_250121496.1
GO:0004386	WP_250121496.1
GO:0005524	WP_250121496.1
GO:0006139	WP_250121496.1
GO:0016818	WP_250121496.1
GO:0000049	WP_250121498.1
GO:0000287	WP_250121498.1
GO:0004824	WP_250121498.1
GO:0005524	WP_250121498.1
GO:0005829	WP_250121498.1
GO:0006430	WP_250121498.1
GO:0000155	WP_250121502.1
GO:0005524	WP_250121507.1
GO:0005886	WP_250121507.1
GO:0016887	WP_250121507.1
GO:0034040	WP_250121507.1
GO:0140359	WP_250121507.1
GO:0008643	WP_250121509.1
GO:0015288	WP_250121509.1
GO:0016020	WP_250121509.1
GO:0000155	WP_250121510.1
GO:0005886	WP_250121510.1
GO:0005886	WP_250121516.1
GO:0009103	WP_250121516.1
GO:0016763	WP_250121516.1
GO:0003674	WP_250121520.1
GO:0005886	WP_250121528.1
GO:0008381	WP_250121528.1
GO:0005524	WP_250121532.1
GO:0005886	WP_250121532.1
GO:0015421	WP_250121532.1
GO:0016887	WP_250121532.1
GO:0000155	WP_250121534.1
GO:0000156	WP_250121534.1
GO:0005524	WP_250121534.1
GO:0006355	WP_250121534.1
GO:0007234	WP_250121534.1
GO:0016020	WP_250121534.1
GO:0030295	WP_250121534.1
GO:0003677	WP_250121539.1
GO:0005524	WP_250121539.1
GO:0005829	WP_250121539.1
GO:0006269	WP_250121539.1
GO:0016887	WP_250121539.1
GO:0042802	WP_250121539.1
GO:0043139	WP_250121539.1
GO:1990077	WP_250121539.1
GO:0005886	WP_250121545.1
GO:0006508	WP_250121545.1
GO:0008360	WP_250121545.1
GO:0008658	WP_250121545.1
GO:0009002	WP_250121545.1
GO:0009252	WP_250121545.1
GO:0016757	WP_250121545.1
GO:0071555	WP_250121545.1
GO:0071972	WP_250121545.1
GO:0000155	WP_250121560.1
GO:0003972	WP_250121570.1
GO:0005525	WP_250121570.1
GO:0006396	WP_250121570.1
GO:0042245	WP_250121570.1
GO:0046872	WP_250121570.1
GO:0170057	WP_250121570.1
GO:0016810	WP_250121577.1
GO:0008239	WP_250121580.1
GO:0032559	WP_250121592.1
GO:0043168	WP_250121592.1
GO:0016747	WP_250121610.1
GO:0005524	WP_250121614.1
GO:0005886	WP_250121614.1
GO:0015833	WP_250121614.1
GO:0016887	WP_250121614.1
GO:0034040	WP_250121614.1
GO:0140359	WP_250121614.1
GO:1904680	WP_250121614.1
GO:0003676	WP_250121621.1
GO:0140097	WP_250121621.1
GO:0016491	WP_250121652.1
GO:0043546	WP_250121652.1
GO:0046872	WP_250121652.1
GO:0051536	WP_250121652.1
GO:0016798	WP_250121653.1
GO:0042834	WP_250121653.1
GO:0003677	WP_250121656.1
GO:0005524	WP_250121656.1
GO:0006310	WP_250121656.1
GO:0009338	WP_250121656.1
GO:0016787	WP_250121656.1
GO:0017116	WP_250121656.1
GO:0043139	WP_250121656.1
GO:0003924	WP_250121669.1
GO:0005525	WP_250121669.1
GO:0005737	WP_250121669.1
GO:0043022	WP_250121669.1
GO:0046872	WP_250121669.1
GO:0008194	WP_250121671.1
GO:0016758	WP_250121671.1
GO:0017000	WP_250121671.1
GO:0005975	WP_250121674.1
GO:0016832	WP_250121674.1
GO:0003677	WP_250121679.1
GO:0003911	WP_250121679.1
GO:0005829	WP_250121679.1
GO:0006260	WP_250121679.1
GO:0006281	WP_250121679.1
GO:0046872	WP_250121679.1
GO:0003677	WP_250121681.1
GO:0005524	WP_250121681.1
GO:0005694	WP_250121681.1
GO:0005737	WP_250121681.1
GO:0006261	WP_250121681.1
GO:0006265	WP_250121681.1
GO:0009330	WP_250121681.1
GO:0034335	WP_250121681.1
GO:0005886	WP_250121682.1
GO:0016410	WP_250121682.1
GO:0042158	WP_250121682.1
GO:0002098	WP_250121688.1
GO:0005829	WP_250121688.1
GO:0030488	WP_250121688.1
GO:0047151	WP_250121688.1
GO:0050660	WP_250121688.1
GO:0006508	WP_250121689.1
GO:0008233	WP_250121689.1
GO:0016020	WP_250121689.1
GO:0005524	WP_250121693.1
GO:0016887	WP_250121693.1
GO:0110165	WP_250121702.1
GO:0005524	WP_250121710.1
GO:0006799	WP_250121710.1
GO:0008976	WP_250121710.1
GO:0009358	WP_250121710.1
GO:0046872	WP_250121710.1
GO:0004130	WP_250121712.1
GO:0009055	WP_250121712.1
GO:0020037	WP_250121712.1
GO:0046872	WP_250121712.1
GO:0005506	WP_250121717.1
GO:0016712	WP_250121717.1
GO:0020037	WP_250121717.1
GO:0004497	WP_250121718.1
GO:0005506	WP_250121718.1
GO:0016705	WP_250121718.1
GO:0020037	WP_250121718.1
GO:0005886	WP_250121720.1
GO:0009055	WP_250121720.1
GO:0016682	WP_250121720.1
GO:0019646	WP_250121720.1
GO:0020037	WP_250121720.1
GO:0046872	WP_250121720.1
GO:0070069	WP_250121720.1
GO:0000103	WP_250121727.1
GO:0009337	WP_250121727.1
GO:0016002	WP_250121727.1
GO:0020037	WP_250121727.1
GO:0046872	WP_250121727.1
GO:0050311	WP_250121727.1
GO:0051539	WP_250121727.1
GO:0003674	WP_250121734.1
GO:0003937	WP_250121739.1
GO:0004643	WP_250121739.1
GO:0005829	WP_250121739.1
GO:0006189	WP_250121739.1
GO:0002098	WP_250121743.1
GO:0005525	WP_250121743.1
GO:0005829	WP_250121743.1
GO:0016020	WP_250121743.1
GO:0030488	WP_250121743.1
GO:0004553	WP_250121748.1
GO:0005975	WP_250121748.1
GO:0005829	WP_250121751.1
GO:0016491	WP_250121751.1
GO:0005886	WP_250121760.1
GO:0055085	WP_250121760.1
GO:0003824	WP_250121765.1
GO:0004673	WP_250121769.1
GO:0140299	WP_250121769.1
GO:0006508	WP_250121779.1
GO:0008237	WP_250121779.1
GO:0005524	WP_250121788.1
GO:0005737	WP_250121788.1
GO:0016887	WP_250121788.1
GO:0034605	WP_250121788.1
GO:0042026	WP_250121788.1
GO:0005524	WP_250121793.1
GO:0016636	WP_250121793.1
GO:0016730	WP_250121793.1
GO:0019685	WP_250121793.1
GO:0036068	WP_250121793.1
GO:0046872	WP_250121793.1
GO:0051539	WP_250121793.1
GO:0004601	WP_250121803.1
GO:0004666	WP_250121803.1
GO:0005737	WP_250121803.1
GO:0006631	WP_250121803.1
GO:0006979	WP_250121803.1
GO:0016702	WP_250121803.1
GO:0020037	WP_250121803.1
GO:0046872	WP_250121803.1
GO:0016614	WP_250121806.1
GO:0050660	WP_250121806.1
GO:0005737	WP_250121810.1
GO:0006629	WP_250121810.1
GO:0009404	WP_250121810.1
GO:0019184	WP_250121810.1
GO:0019842	WP_250121810.1
GO:0043038	WP_250121810.1
GO:0043168	WP_250121810.1
GO:0044550	WP_250121810.1
GO:0072341	WP_250121810.1
GO:1901681	WP_250121810.1
GO:0005829	WP_250121811.1
GO:0008610	WP_250121811.1
GO:0016881	WP_250121811.1
GO:0019540	WP_250121811.1
GO:0031177	WP_250121811.1
GO:0033068	WP_250121811.1
GO:0043041	WP_250121811.1
GO:0072330	WP_250121811.1
GO:0140535	WP_250121811.1
GO:1902494	WP_250121811.1
GO:0003743	WP_250121820.1
GO:0003924	WP_250121820.1
GO:0005525	WP_250121820.1
GO:0005829	WP_250121820.1
GO:0015833	WP_250121826.1
GO:0030313	WP_250121826.1
GO:0042597	WP_250121826.1
GO:0043190	WP_250121826.1
GO:1904680	WP_250121826.1
GO:0005886	WP_250121838.1
GO:0016020	WP_250121841.1
GO:0055085	WP_250121841.1
GO:0005524	WP_250121843.1
GO:0005886	WP_250121843.1
GO:0006811	WP_250121843.1
GO:0015112	WP_250121843.1
GO:0016887	WP_250121843.1
GO:0005886	WP_250121845.1
GO:0006811	WP_250121845.1
GO:0009055	WP_250121846.1
GO:0010181	WP_250121846.1
GO:0016646	WP_250121846.1
GO:0010181	WP_250121847.1
GO:0016646	WP_250121847.1
GO:0046872	WP_250121847.1
GO:0005524	WP_250121849.1
GO:0005886	WP_250121849.1
GO:0008654	WP_250121849.1
GO:0016301	WP_250121849.1
GO:0043772	WP_250121849.1
GO:0000287	WP_250121855.1
GO:0009234	WP_250121855.1
GO:0030145	WP_250121855.1
GO:0030976	WP_250121855.1
GO:0042372	WP_250121855.1
GO:0070204	WP_250121855.1
GO:0005524	WP_250121860.1
GO:0005886	WP_250121860.1
GO:0015421	WP_250121860.1
GO:0016887	WP_250121860.1
GO:0034040	WP_250121860.1
GO:0000932	WP_250121861.1
GO:0003723	WP_250121861.1
GO:0006402	WP_250121861.1
GO:0008859	WP_250121861.1
GO:0000049	WP_250121868.1
GO:0000287	WP_250121868.1
GO:0004826	WP_250121868.1
GO:0005524	WP_250121868.1
GO:0006432	WP_250121868.1
GO:0009328	WP_250121868.1
GO:0004134	WP_250121873.1
GO:0005975	WP_250121873.1
GO:0005391	WP_250121879.1
GO:0005524	WP_250121879.1
GO:0005886	WP_250121879.1
GO:0006883	WP_250121879.1
GO:0016887	WP_250121879.1
GO:0030007	WP_250121879.1
GO:0036376	WP_250121879.1
GO:1902600	WP_250121879.1
GO:1990573	WP_250121879.1
GO:0098772	WP_250121883.1
GO:0098772	WP_250121885.1
GO:0003674	WP_250121886.1
GO:0009236	WP_250121902.1
GO:0015420	WP_250121902.1
GO:0016874	WP_250121902.1
GO:0004356	WP_250121916.1
GO:0005524	WP_250121916.1
GO:0005737	WP_250121916.1
GO:0006542	WP_250121916.1
GO:0016020	WP_250121916.1
GO:0019740	WP_250121916.1
GO:0046872	WP_250121916.1
GO:0016020	WP_250121922.1
GO:0000287	WP_250121947.1
GO:0004160	WP_250121947.1
GO:0009097	WP_250121947.1
GO:0009099	WP_250121947.1
GO:0051537	WP_250121947.1
GO:0004175	WP_250121954.1
GO:0005622	WP_250121954.1
GO:0008234	WP_250121954.1
GO:0019538	WP_250121954.1
GO:0003684	WP_250121965.1
GO:0005524	WP_250121965.1
GO:0005829	WP_250121965.1
GO:0006298	WP_250121965.1
GO:0030983	WP_250121965.1
GO:0140664	WP_250121965.1
GO:0004814	WP_250121991.1
GO:0004820	WP_250121991.1
GO:0005524	WP_250121991.1
GO:0005829	WP_250121991.1
GO:0006420	WP_250121991.1
GO:0006426	WP_250121991.1
GO:0005524	WP_250122003.1
GO:0006457	WP_250122003.1
GO:0016887	WP_250122003.1
GO:0051082	WP_250122003.1
GO:0005524	WP_250122005.1
GO:0005886	WP_250122005.1
GO:0016887	WP_250122005.1
GO:0004015	WP_250122010.1
GO:0004141	WP_250122010.1
GO:0005737	WP_250122010.1
GO:0009102	WP_250122010.1
GO:0030170	WP_250122010.1
GO:0008320	WP_250122018.1
GO:0009279	WP_250122018.1
GO:0046819	WP_250122018.1
GO:0098046	WP_250122018.1
GO:0003723	WP_250122028.1
GO:0005737	WP_250122028.1
GO:0006355	WP_250122028.1
GO:0008649	WP_250122028.1
GO:0006508	WP_250122033.1
GO:0008360	WP_250122033.1
GO:0008658	WP_250122033.1
GO:0008955	WP_250122033.1
GO:0009002	WP_250122033.1
GO:0009252	WP_250122033.1
GO:0016020	WP_250122033.1
GO:0030288	WP_250122033.1
GO:0071555	WP_250122033.1
GO:0003677	WP_250122036.1
GO:0003904	WP_250122036.1
GO:0006139	WP_250122036.1
GO:0006950	WP_250122036.1
GO:0009416	WP_250122036.1
GO:0071949	WP_250122036.1
GO:0004029	WP_250122037.1
GO:0016772	WP_250122038.1
GO:0032559	WP_250122041.1
GO:0043168	WP_250122041.1
GO:0004715	WP_250122043.1
GO:0005524	WP_250122043.1
GO:0005886	WP_250122043.1
GO:0042802	WP_250122043.1
GO:0000272	WP_250122046.1
GO:0005976	WP_250122051.1
GO:0009057	WP_250122051.1
GO:0015925	WP_250122051.1
GO:0016052	WP_250122051.1
GO:0004038	WP_250122055.1
GO:0005737	WP_250122055.1
GO:0006145	WP_250122055.1
GO:0046872	WP_250122055.1
GO:0016791	WP_250122059.1
GO:0004175	WP_250122060.1
GO:0006508	WP_250122060.1
GO:0008237	WP_250122060.1
GO:0080120	WP_250122060.1
GO:0005507	WP_250122062.1
GO:0005524	WP_250122062.1
GO:0005886	WP_250122062.1
GO:0016887	WP_250122062.1
GO:0043682	WP_250122062.1
GO:0055070	WP_250122062.1
GO:0140581	WP_250122062.1
GO:0004672	WP_250122069.1
GO:0005524	WP_250122069.1
GO:0005615	WP_250122070.1
GO:0005737	WP_250122070.1
GO:0006508	WP_250122070.1
GO:0008270	WP_250122070.1
GO:0016285	WP_250122070.1
GO:0016829	WP_250122070.1
GO:0030089	WP_250122070.1
GO:0042277	WP_250122070.1
GO:0043171	WP_250122070.1
GO:0070006	WP_250122070.1
GO:0006810	WP_250122079.1
GO:0022829	WP_250122079.1
GO:0110165	WP_250122079.1
GO:0003729	WP_250122100.1
GO:0003735	WP_250122100.1
GO:0005737	WP_250122100.1
GO:0006139	WP_250122100.1
GO:0006412	WP_250122100.1
GO:0006006	WP_250122101.1
GO:0016301	WP_250122101.1
GO:0016781	WP_250122101.1
GO:0019319	WP_250122101.1
GO:0032559	WP_250122101.1
GO:0035639	WP_250122101.1
GO:0043169	WP_250122101.1
GO:0008137	WP_250122112.1
GO:0012505	WP_250122112.1
GO:0015990	WP_250122112.1
GO:0031676	WP_250122112.1
GO:0042773	WP_250122112.1
GO:0048039	WP_250122112.1
GO:0003677	WP_250122120.1
GO:0003700	WP_250122120.1
GO:0006351	WP_250122120.1
GO:0008483	WP_250122120.1
GO:0030170	WP_250122120.1
GO:0000428	WP_250122123.1
GO:0003677	WP_250122123.1
GO:0003899	WP_250122123.1
GO:0005737	WP_250122123.1
GO:0006269	WP_250122123.1
GO:0008270	WP_250122123.1
GO:1990077	WP_250122123.1
GO:0016226	WP_250122132.1
GO:0016226	WP_250122134.1
GO:0003676	WP_250122145.1
GO:0003887	WP_250122145.1
GO:0005737	WP_250122145.1
GO:0006260	WP_250122145.1
GO:0008408	WP_250122145.1
GO:0005524	WP_250122150.1
GO:0006412	WP_250122150.1
GO:0016740	WP_250122150.1
GO:0030956	WP_250122150.1
GO:0050567	WP_250122150.1
GO:0003824	WP_250122153.1
GO:0005829	WP_250122153.1
GO:0046872	WP_250122153.1
GO:0051536	WP_250122153.1
GO:0016787	WP_250122154.1
GO:0005886	WP_250122165.1
GO:0055085	WP_250122165.1
GO:0004334	WP_250122169.1
GO:0006559	WP_250122169.1
GO:0006572	WP_250122169.1
GO:0046872	WP_250122169.1
GO:1902000	WP_250122169.1
GO:0005737	WP_250122191.1
GO:0006508	WP_250122191.1
GO:0030145	WP_250122191.1
GO:0070006	WP_250122191.1
GO:0003700	WP_250122192.1
GO:0003842	WP_250122192.1
GO:0004657	WP_250122192.1
GO:0009898	WP_250122192.1
GO:0010133	WP_250122192.1
GO:0005737	WP_250122197.1
GO:0016787	WP_250122197.1
GO:0016831	WP_250122197.1
GO:0019748	WP_250122197.1
GO:0003824	WP_250122198.1
GO:0005829	WP_250122198.1
GO:0031419	WP_250122198.1
GO:0046872	WP_250122198.1
GO:0051536	WP_250122198.1
GO:0009279	WP_250122207.1
GO:0015344	WP_250122207.1
GO:0015891	WP_250122207.1
GO:0038023	WP_250122207.1
GO:0005524	WP_250122213.1
GO:0005886	WP_250122213.1
GO:0015421	WP_250122213.1
GO:0016887	WP_250122213.1
GO:0005975	WP_250122215.1
GO:0051060	WP_250122215.1
GO:0004386	WP_250122220.1
GO:0005524	WP_250122220.1
GO:0016787	WP_250122220.1
GO:0004518	WP_250122221.1
GO:0006259	WP_250122221.1
GO:0008757	WP_250122221.1
GO:0009008	WP_250122221.1
GO:0043412	WP_250122221.1
GO:0003677	WP_250122225.1
GO:0004386	WP_250122225.1
GO:0005524	WP_250122225.1
GO:0016887	WP_250122225.1
GO:0000287	WP_250122235.1
GO:0005975	WP_250122235.1
GO:0006166	WP_250122235.1
GO:0008973	WP_250122235.1
GO:0000166	WP_250122251.1
GO:0016655	WP_250122251.1
GO:0043168	WP_250122251.1
GO:0015031	WP_250122254.1
GO:0019867	WP_250122254.1
GO:0030312	WP_250122254.1
GO:0030313	WP_250122254.1
GO:0032940	WP_250122254.1
GO:0032991	WP_250122254.1
GO:0035592	WP_250122254.1
GO:0071692	WP_250122254.1
GO:0035556	WP_250122265.1
GO:0005524	WP_250122283.1
GO:0005886	WP_250122283.1
GO:0006508	WP_250122283.1
GO:0008234	WP_250122283.1
GO:0015421	WP_250122283.1
GO:0016887	WP_250122283.1
GO:0030253	WP_250122283.1
GO:0030256	WP_250122283.1
GO:0016020	WP_250122284.1
GO:0000027	WP_250122287.1
GO:0000049	WP_250122287.1
GO:0003924	WP_250122287.1
GO:0005525	WP_250122287.1
GO:0005829	WP_250122287.1
GO:0009409	WP_250122287.1
GO:0010467	WP_250122287.1
GO:0019843	WP_250122287.1
GO:0043022	WP_250122287.1
GO:1990904	WP_250122287.1
GO:0005737	WP_250122295.1
GO:0035597	WP_250122295.1
GO:0046872	WP_250122295.1
GO:0051539	WP_250122295.1
GO:0005515	WP_250122303.1
GO:0005737	WP_250122303.1
GO:0030695	WP_250122303.1
GO:0071944	WP_250122303.1
GO:0032559	WP_250122304.1
GO:0043168	WP_250122304.1
GO:0003676	WP_250122320.1
GO:0004815	WP_250122320.1
GO:0005524	WP_250122320.1
GO:0005737	WP_250122320.1
GO:0006422	WP_250122320.1
GO:0050560	WP_250122320.1
GO:0019646	WP_250122324.1
GO:0050136	WP_250122324.1
GO:0009279	WP_250122326.1
GO:1990351	WP_250122326.1
GO:0009311	WP_250122328.1
GO:0015923	WP_250122328.1
GO:0016052	WP_250122328.1
GO:0019318	WP_250122328.1
GO:0043169	WP_250122328.1
GO:0000155	WP_250122342.1
GO:0005886	WP_250122342.1
GO:0009927	WP_250122342.1
GO:0032559	WP_250122342.1
GO:0035639	WP_250122342.1
GO:0016491	WP_250122373.1
GO:0000155	WP_250122384.1
GO:0000156	WP_250122384.1
GO:0005524	WP_250122384.1
GO:0007234	WP_250122384.1
GO:0016020	WP_250122384.1
GO:0030295	WP_250122384.1
GO:0008483	WP_250122387.1
GO:0016831	WP_250122387.1
GO:0005524	WP_250122389.1
GO:0006457	WP_250122389.1
GO:0016887	WP_250122389.1
GO:0051082	WP_250122389.1
GO:0005524	WP_250122391.1
GO:0005978	WP_250122391.1
GO:0008878	WP_250122391.1
GO:0031470	WP_250122391.1
GO:0043886	WP_250122391.1
GO:0004802	WP_250122399.1
GO:0005829	WP_250122399.1
GO:0006098	WP_250122399.1
GO:0046872	WP_250122399.1
GO:0004176	WP_250122414.1
GO:0004222	WP_250122414.1
GO:0005524	WP_250122414.1
GO:0006508	WP_250122414.1
GO:0008270	WP_250122414.1
GO:0016887	WP_250122414.1
GO:0030163	WP_250122414.1
GO:0031676	WP_250122414.1
GO:0051301	WP_250122414.1
GO:0003676	WP_250122424.1
GO:0006259	WP_250122424.1
GO:0017111	WP_250122424.1
GO:0022402	WP_250122424.1
GO:0032559	WP_250122424.1
GO:0035639	WP_250122424.1
GO:0043232	WP_250122424.1
GO:0051276	WP_250122424.1
GO:0140657	WP_250122424.1
GO:0000716	WP_250122433.1
GO:0003678	WP_250122433.1
GO:0003684	WP_250122433.1
GO:0005524	WP_250122433.1
GO:0005737	WP_250122433.1
GO:0006355	WP_250122433.1
GO:0016787	WP_250122433.1
GO:0004799	WP_250122434.1
GO:0006231	WP_250122434.1
GO:0050660	WP_250122434.1
GO:0050797	WP_250122434.1
GO:0070402	WP_250122434.1
GO:0016874	WP_250122457.1
GO:0003674	WP_250122458.1
GO:0000155	WP_250122460.1
GO:0006355	WP_250122460.1
GO:0003677	WP_250122461.1
GO:0005524	WP_250122461.1
GO:0005737	WP_250122461.1
GO:0006289	WP_250122461.1
GO:0008270	WP_250122461.1
GO:0009380	WP_250122461.1
GO:0009381	WP_250122461.1
GO:0009432	WP_250122461.1
GO:0016887	WP_250122461.1
GO:0003677	WP_250122465.1
GO:0005524	WP_250122465.1
GO:0005829	WP_250122465.1
GO:0006304	WP_250122465.1
GO:0009035	WP_250122465.1
GO:0003677	WP_250122468.1
GO:0008170	WP_250122468.1
GO:0009007	WP_250122468.1
GO:0009307	WP_250122468.1
GO:0032259	WP_250122468.1
GO:0003674	WP_250122474.1
GO:0009236	WP_250122476.1
GO:0051116	WP_250122476.1
GO:0004673	WP_250122477.1
GO:0016020	WP_250122477.1
GO:0032559	WP_250122477.1
GO:0035639	WP_250122477.1
GO:0060089	WP_250122477.1
GO:0071944	WP_250122477.1
GO:0140299	WP_250122477.1
GO:0016787	WP_250122486.1
GO:0004673	WP_250122491.1
GO:0016020	WP_250122491.1
GO:0032559	WP_250122491.1
GO:0035639	WP_250122491.1
GO:0071944	WP_250122491.1
GO:0140299	WP_250122491.1
GO:0110165	WP_250122506.1
GO:0004497	WP_250122507.1
GO:0005506	WP_250122507.1
GO:0016125	WP_250122507.1
GO:0016705	WP_250122507.1
GO:0020037	WP_250122507.1
GO:0000270	WP_250122514.1
GO:0006027	WP_250122514.1
GO:0016811	WP_250122514.1
GO:0030313	WP_250122514.1
GO:0042597	WP_250122514.1
GO:0061783	WP_250122514.1
GO:0006814	WP_250122515.1
GO:0015297	WP_250122515.1
GO:0016020	WP_250122515.1
GO:1902600	WP_250122515.1
GO:0005524	WP_250122543.1
GO:0006457	WP_250122543.1
GO:0016887	WP_250122543.1
GO:0051082	WP_250122543.1
GO:0005886	WP_250122544.1
GO:0009635	WP_250122544.1
GO:0016117	WP_250122544.1
GO:0016166	WP_250122544.1
GO:0004373	WP_250122550.1
GO:0005978	WP_250122550.1
GO:0009011	WP_250122550.1
